TreeID,qSpecies,qLegalStatus,PlantDate,DBH,Latitude,Longitude
127209, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,6,37.79268454,-122.4446878
200658, Bronze Loquat,DPW Maintained,,3,37.7342751,-122.3896024
241255, Ornamental Pear,DPW Maintained,,3,37.77469231,-122.421696
6147, London Plane,DPW Maintained,,6,37.78364647,-122.4218346
5553, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,34,37.7539699,-122.4255004
234618, London Plane,DPW Maintained,,13,37.74997246,-122.4303417
241848, Swamp Myrtle,DPW Maintained,,1,37.73621122,-122.4161
1218, Siberian Elm,Permitted Site,,40,37.71147692,-122.463845
224275, Yellow Gum,DPW Maintained,,45,37.7340777,-122.4309065
127837, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,18,37.79841477,-122.4189521
123650, Swamp Myrtle,DPW Maintained,,7,37.7850091,-122.4620532
179624, Queen Palm,DPW Maintained,,3,37.72390381,-122.4063394
176577, Wilson Holly Tree,DPW Maintained,,14,37.72959271,-122.4171987
194981, Victorian Box,DPW Maintained,,6,37.77649873,-122.4123015
241035, Brush Cherry,DPW Maintained,,2,37.74551012,-122.4353012
8834, Lemon Bottlebrush,DPW Maintained,,12,37.78118309,-122.4621198
17186, Southern Magnolia,Permitted Site,,6,37.78786864,-122.426271
10088, Japanese Privet,DPW Maintained,,24,37.76031614,-122.4237987
11858, Red Flowering Gum,DPW Maintained,,0,37.71376724,-122.4716624
20568, Monterey Pine,DPW Maintained,,42,37.76101637,-122.4959212
229187, Santa Cruz Ironwood,Undocumented,,2,37.74808743,-122.4158714
135610, London Plane,DPW Maintained,,7,37.79569398,-122.3945729
221584, Trident Maple,DPW Maintained,,4,37.76366227,-122.4101945
129691, American Sweet Gum,DPW Maintained,,4,37.79093607,-122.4409278
194424, Canary Island Pine,DPW Maintained,,23,37.77162176,-122.4159449
15143, Brisbane Box,Permitted Site,,12,37.78470686,-122.4041289
125468, Fern Pine,DPW Maintained,,5,37.7913724,-122.4137023
98626, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,6,37.80139499,-122.4362659
222843, Silk floss,DPW Maintained,,3,37.74826914,-122.412689
18990, London Plane,DPW Maintained,,12,37.7888043,-122.4416095
9231, New Zealand Xmas Tree,Permitted Site,,6,37.7798277,-122.4872307
24591, New Zealand Xmas Tree,DPW Maintained,,12,37.7390819,-122.416121
127185, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,17,37.7894453,-122.4446756
106277, Myoporum,DPW Maintained,,12,37.77897663,-122.4933325
25570, London Plane,DPW Maintained,,12,37.73993926,-122.4003467
227778, American Sweet Gum,DPW Maintained,,8,37.75287673,-122.4375917
404, American Elm,DPW Maintained,,30,37.71932333,-122.4743611
218003, Cherry Plum,DPW Maintained,,3,37.73962371,-122.4743092
214324, Mariposa Plum,DPW Maintained,,4,37.73729901,-122.4612181
134800, London Plane,DPW Maintained,,8,37.8021304,-122.4191675
132510, Victorian Box,DPW Maintained,,2,37.79772134,-122.4375661
182049, Blackwood Acacia,DPW Maintained,,16,37.76241456,-122.4867864
134240, London Plane,DPW Maintained,,12,37.79480701,-122.431479
14156, London Plane,DPW Maintained,,12,37.77280262,-122.4224406
73981, Silver Dollar Eucalyptus,DPW Maintained,,22,37.78704786,-122.4187605
229688, Southern Magnolia,DPW Maintained,,2,37.75820413,-122.4114319
230287, Little Gem Magnolia,DPW Maintained,,1,37.75032403,-122.4245511
233486, Chinese Pistache,DPW Maintained,,3,37.76838716,-122.4133046
96561, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,10,37.72571724,-122.4092983
219665, Hybrid Strawberry Tree,DPW Maintained,,12,37.76158498,-122.4510503
214135, Indian Hawthorn  'Majestic Beau',DPW Maintained,,4,37.73311955,-122.4458679
179740, Brush Cherry,DPW Maintained,,3,37.7309847,-122.425365
207776, Blue Gum,DPW Maintained,,17,37.73720967,-122.4658869
208062, American Sweet Gum,DPW Maintained,,15,37.74729168,-122.4693543
138140, Bailey's Acacia,DPW Maintained,,11,37.77712615,-122.4441099
203503, Peppermint Willow,DPW Maintained,,3,37.76282705,-122.4728106
14934, Red Flowering Gum,DPW Maintained,,12,37.74212078,-122.3840295
209420, Mayten,DPW Maintained,,15,37.76095928,-122.4672554
242803, Elm Spp,DPW Maintained,,22,37.75019814,-122.4238843
121123, Laurel Fig,Undocumented,,24,37.75257908,-122.4068119
184317, Chinese Banyan,DPW Maintained,,8,37.75729662,-122.4982593
233225, Olive Tree,DPW Maintained,,6,37.73926825,-122.4180924
139483, Ornamental Pear,DPW Maintained,,3,37.77747487,-122.4384017
12843, Swamp Myrtle,DPW Maintained,,12,37.78569768,-122.4846386
180038, Swamp Myrtle,DPW Maintained,,3,37.72186728,-122.4384961
213974, Evergreen Pear,DPW Maintained,,7,37.72126386,-122.4592736
135997, Kwanzan Flowering Cherry,DPW Maintained,,4,37.79444066,-122.411669
20984, Monterey Pine,DPW Maintained,,48,37.74962956,-122.4950971
183579, Ornamental Cherry,DPW Maintained,,2,37.73881538,-122.4806922
207912, Glossy Privet,DPW Maintained,,3,37.74479763,-122.4643068
196509, Kwanzan Flowering Cherry,DPW Maintained,,9,37.73138452,-122.3801002
13522, London Plane,DPW Maintained,,20,37.79187674,-122.398261
97218, Brazilian Pepper,DPW Maintained,,12,37.72676452,-122.4412273
242113, Swamp Myrtle,DPW Maintained,,11,37.75091773,-122.4295024
70322, Southern Magnolia,DPW Maintained,,4,37.77304749,-122.4508504
1304, Brisbane Box,DPW Maintained,,35,37.70985942,-122.4706614
213730, Yoshino Cherry,DPW Maintained,,8,37.73202387,-122.4696731
125758, Lemon Bottlebrush,DPW Maintained,,8,37.7982689,-122.4342394
137582, Victorian Box,DPW Maintained,,4,37.78035831,-122.4354006
7751, London Plane,DPW Maintained,,12,37.77855682,-122.4215424
237570, Cherry Plum,DPW Maintained,,3,37.76041177,-122.4285756
239746, Ornamental Pear,DPW Maintained,,7,37.74935439,-122.4385553
229613, Southern Magnolia,DPW Maintained,,4,37.7357218,-122.4179844
3076, London Plane,DPW Maintained,,100,37.78771301,-122.4425343
217461, Mexican Fan Palm,DPW Maintained,,11,37.7157894,-122.4542755
232411, Myoporum,DPW Maintained,,9,37.73998547,-122.4351625
190599, Maidenhair Tree,DPW Maintained,,3,37.76976417,-122.390531
220608, Fern Pine,DPW Maintained,,5,37.73716563,-122.4115447
248839, Red Flowering Gum,DPW Maintained,,18,37.74520854,-122.4186811
234984, Victorian Box,DPW Maintained,,22,37.75100862,-122.4398338
120176, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,6,37.78729962,-122.4862494
210924, Canary Island Date Palm,DPW Maintained,,43,37.73033577,-122.4567433
233662, Olive Tree,DPW Maintained,,4,37.75187495,-122.4367383
131968, Olive Tree,DPW Maintained,,10,37.80561521,-122.4202544
238628, London Plane,DPW Maintained,,12,37.75510376,-122.4345359
111141, Small-leaf Tristania 'Elegant',DPW Maintained,,1,37.77950165,-122.405366
103877, Olive Tree,DPW Maintained,,17,37.71594252,-122.4337408
175643, Lemon Bottlebrush,DPW Maintained,,11,37.70959608,-122.4634834
214960, Swamp Myrtle,DPW Maintained,,2,37.7327287,-122.4646226
199779, Victorian Box,DPW Maintained,,5,37.72576077,-122.3840894
204903, Hybrid Strawberry Tree,DPW Maintained,,13,37.72762587,-122.458573
191480, Glossy Privet,DPW Maintained,,19,37.77755035,-122.4001547
184862, Blackwood Acacia,DPW Maintained,,5,37.76409116,-122.4962295
241386, Aristocrat Callery Pear,DPW Maintained,,3,37.7630343,-122.4149832
141647, New Zealand Xmas Tree,DPW Maintained,,16,37.77562962,-122.4543918
247975, Italian Stone Pine,DPW Maintained,,21,37.74465822,-122.4087385
125062, Blackwood Acacia,DPW Maintained,,31,37.7754514,-122.4276657
124486, Swamp Myrtle,DPW Maintained,,5,37.77754993,-122.4563295
175255, Hybrid Strawberry Tree,DPW Maintained,,7,37.71926637,-122.4378081
186798, Myoporum,DPW Maintained,,3,37.76428841,-122.4956305
248269, Myoporum,DPW Maintained,,12,37.74273107,-122.4195667
132101, Canary Island Date Palm,DPW Maintained,,18,37.80293845,-122.4008641
229336, Southern Magnolia,DPW Maintained,,3,37.75979979,-122.4098352
210106, Cajeput,DPW Maintained,,2,37.76041632,-122.471518
203643, Bailey's Acacia,DPW Maintained,,6,37.74170563,-122.4724592
233351, Japanese Black Pine,DPW Maintained,,2,37.74582599,-122.4325052
131120, Mayten,DPW Maintained,,7,37.79464377,-122.4433685
219077, Maidenhair Tree,DPW Maintained,,1,37.71952701,-122.4653098
126485, Japanese Blueberry Tree,DPW Maintained,,1,37.7939095,-122.4061772
214381, Ornamental Cherry,DPW Maintained,,4,37.75324341,-122.4741536
122197, Purple Hopseed Bush,DPW Maintained,,6,37.78563657,-122.4732845
193551, Cajeput,DPW Maintained,,18,37.77082499,-122.4092929
177226, Brisbane Box,DPW Maintained,,9,37.72726414,-122.4331972
20892, Monterey Cypress,DPW Maintained,,24,37.75153555,-122.4949864
200919, Blackwood Acacia,DPW Maintained,,19,37.74140001,-122.3882302
229902, Southern Magnolia,DPW Maintained,,2,37.74372226,-122.4356517
26638, Swamp Myrtle,DPW Maintained,,6,37.75235891,-122.427582
143288, London Plane,DPW Maintained,,10,37.78373594,-122.4085489
120349, Flowering Plum,DPW Maintained,,1,37.78594595,-122.4824612
191905, Silver Dollar Eucalyptus,DPW Maintained,,20,37.73176113,-122.3821507
213566, Kwanzan Flowering Cherry,DPW Maintained,,3,37.74465847,-122.4611516
14317, London Plane,DPW Maintained,,12,37.76617846,-122.4308403
126834, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,9,37.80423427,-122.4393928
194467, Italian Stone Pine,DPW Maintained,,4,37.73378528,-122.3994548
3051, London Plane,DPW Maintained,,12,37.78831437,-122.4393027
215442, Swamp Myrtle,DPW Maintained,,7,37.76490038,-122.4751469
4115, Tawhiwhi Pittosporum,DPW Maintained,,12,37.7480319,-122.418648
184680, Sweet Hakea Tree,DPW Maintained,,8,37.75690931,-122.4990964
19089, American Elm,DPW Maintained,,20,37.71126454,-122.4607331
140739, New Zealand Xmas Tree,DPW Maintained,,15,37.78251504,-122.4382484
140732, New Zealand Xmas Tree,Permitted Site,,12,37.78256818,-122.4378433
8742, Lemon Bottlebrush,DPW Maintained,,6,37.78167169,-122.454158
183181, Cherry Plum,DPW Maintained,,4,37.74186076,-122.4982499
202151, Carrotwood,DPW Maintained,,7,37.72897113,-122.3972462
187847, Japanese Maple,DPW Maintained,,3,37.76703286,-122.3946975
94481, Mayten,DPW Maintained,,9,37.77383927,-122.4526978
245088, Victorian Box,DPW Maintained,,7,37.77226129,-122.4422521
128740, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,15,37.79721853,-122.4038578
227013, Juniper,DPW Maintained,,13,37.73888005,-122.4364411
231910, Mayten,DPW Maintained,,7,37.77070618,-122.43001
98116, Lemon Bottlebrush,DPW Maintained,,11,37.7983593,-122.4390456
240057, Ornamental Pear,DPW Maintained,,7,37.7575776,-122.4355023
178888, Ornamental Cherry,DPW Maintained,,6,37.72069563,-122.4290612
202033, Juniper,DPW Maintained,,10,37.72217471,-122.393645
133877, London Plane,DPW Maintained,,5,37.79298538,-122.4445528
124962, Blackwood Acacia,DPW Maintained,,10,37.80007963,-122.4474771
194377, Canary Island Date Palm,DPW Maintained,,28,37.78930467,-122.3883778
204678, Incense Cedar,DPW Maintained,,31,37.73538127,-122.4389382
17208, Olive Tree,DPW Maintained,,12,37.78417121,-122.4215065
209598, Mayten,DPW Maintained,,8,37.7268238,-122.4465035
250259, London Plane,DPW Maintained,,17,37.78028972,-122.413663
239881, Ornamental Pear,DPW Maintained,,10,37.73710961,-122.4160514
179888, Irish Yew,DPW Maintained,,11,37.73103927,-122.41357
200265, American Sweet Gum,DPW Maintained,,2,37.71704164,-122.390838
590, Chinese Banyan,DPW Maintained,,12,37.75250113,-122.413169
235251, Victorian Box,DPW Maintained,,14,37.76123437,-122.4303495
100827, Port Jackson Fig,DPW Maintained,,12,37.80388965,-122.4335657
179845, Irish Yew,DPW Maintained,,10,37.72659645,-122.4403104
202218, Cajeput,DPW Maintained,,5,37.72765012,-122.396695
3977, Southern Magnolia,Permitted Site,,12,37.76507105,-122.4354962
248205, Blackwood Acacia,DPW Maintained,,18,37.744453,-122.4184695
234363, Canary Island Date Palm,DPW Maintained,,25,37.75059963,-122.4250383
191647, Brisbane Box,DPW Maintained,,9,37.78556501,-122.401007
120941, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,10,37.76311228,-122.4003675
14395, London Plane,DPW Maintained,,12,37.76301347,-122.4348016
100331, Mediterranean Fan Palm,DPW Maintained,,22,37.77908861,-122.3973087
223559, Bronze Loquat,DPW Maintained,,2,37.73682979,-122.4159451
141126, Blackwood Acacia,DPW Maintained,,19,37.78218371,-122.4344512
113520, London Plane,DPW Maintained,,4,37.78287329,-122.4127911
234302, Victorian Box,DPW Maintained,,7,37.75953995,-122.4205664
197481, Umbrella tree,DPW Maintained,,4,37.73379764,-122.392229
123410, London Plane,DPW Maintained,,11,37.77970202,-122.4610416
16529, Blackwood Acacia,DPW Maintained,,18,37.74123946,-122.3850042
75296, Southern Magnolia,DPW Maintained,,2,37.77257527,-122.4507571
6098, Lombardy Poplar,DPW Maintained,,24,37.78038594,-122.4410801
238736, London Plane,DPW Maintained,,4,37.76019158,-122.411764
202600, Brisbane Box,DPW Maintained,,6,37.76994501,-122.4025642
12991, London Plane,Permitted Site,,12,37.80336606,-122.4069938
6324, Red Ironbark,DPW Maintained,,18,37.78167393,-122.4373205
134460, London Plane,DPW Maintained,,11,37.78019415,-122.419965
219670, Hybrid Strawberry Tree,DPW Maintained,,15,37.76181059,-122.4472857
139349, London Plane,DPW Maintained,,15,37.78527332,-122.4270978
18828, Olive Tree,DPW Maintained,,14,37.79107926,-122.4247274
140023, Carob,DPW Maintained,,13,37.77946319,-122.424613
219553, American Elm,DPW Maintained,,20,37.7442407,-122.4671779
132441, Tawhiwhi Pittosporum,DPW Maintained,,13,37.79917128,-122.4153284
220048, Bailey's Acacia,DPW Maintained,,3,37.76225158,-122.4514185
137056, Chinese Elm,DPW Maintained,,11,37.79749367,-122.4025064
209060, Silver Dollar Eucalyptus,DPW Maintained,,15,37.73343401,-122.4669795
94545, Swamp Myrtle,Permitted Site,,12,37.76661182,-122.4470485
190321, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,14,37.78483449,-122.3979579
245765, Dracena Palm,DPW Maintained,,7,37.73987636,-122.4319066
26555, Santa Cruz Ironwood,DPW Maintained,,2,37.74779513,-122.4244473
16876, Banyan Fig,DPW Maintained,,12,37.77493758,-122.4238225
221425, Shoestring Acacia,DPW Maintained,,6,37.75639927,-122.423307
225385, Ash Spp,DPW Maintained,,13,37.75161016,-122.4263761
187050, Victorian Box,DPW Maintained,,7,37.73886362,-122.494436
103282, Southern Magnolia,Permitted Site,,3,37.79078072,-122.447396
211265, Monterey Pine,DPW Maintained,,42,37.74395256,-122.4596902
139719, London Plane,DPW Maintained,,8,37.78502112,-122.4258831
236502, Cherry Plum,DPW Maintained,,8,37.73538308,-122.4136876
176276, Edible Loquat,DPW Maintained,,12,37.70912464,-122.4099732
228206, Maidenhair Tree,DPW Maintained,,11,37.75800647,-122.4379257
14190, London Plane,DPW Maintained,,12,37.77109983,-122.4246065
126982, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,12,37.79715247,-122.428841
200746, Chinese Elm,DPW Maintained,,15,37.73212259,-122.3915441
222731, California lilac,DPW Maintained,,4,37.74503036,-122.4378439
77663, New Zealand Xmas Tree,DPW Maintained,,4,37.728476,-122.4191798
214547, Kwanzan Flowering Cherry,DPW Maintained,,1,37.7641313,-122.4660758
14582, Maidenhair Tree,DPW Maintained,,100,37.77051464,-122.4455056
138028, Blue Gum,Landmark tree,,49,37.78743776,-122.426887
112729, Monterey Pine,Undocumented,,24,37.74276997,-122.4082181
136050, Yoshino Cherry,DPW Maintained,,5,37.77577393,-122.4276357
130811, Southern Magnolia,DPW Maintained,,5,37.79368088,-122.432678
204292, Strawberry Tree,DPW Maintained,,8,37.75482083,-122.4651722
1520, Victorian Box,DPW Maintained,,30,37.78347874,-122.4589222
213145, New Zealand Xmas Tree,DPW Maintained,,15,37.72189244,-122.4573626
27761, Brisbane Box,DPW Maintained,,10,37.75013923,-122.3884733
206735, Washington Hawthorn,DPW Maintained,,4,37.73975728,-122.4692482
193228, Southern Magnolia,DPW Maintained,,6,37.78041286,-122.4064766
222690, Island oak,DPW Maintained,,1,37.75498143,-122.4074336
206508, English Hawthorn,DPW Maintained,,1,37.75798161,-122.4744248
100482, Laurel Fig,Undocumented,,18,37.76803328,-122.4132503
73754, Bailey's Acacia,DPW Maintained,,6,37.80251017,-122.4096843
189543, Spotted Gum,DPW Maintained,,13,37.77052039,-122.3865543
209424, Mayten,DPW Maintained,,13,37.76059934,-122.4670637
230435, Southern Magnolia,DPW Maintained,,2,37.74505881,-122.4139035
231161, Santa Cruz Ironwood,DPW Maintained,,4,37.75262637,-122.419657
204332, Strawberry Tree,DPW Maintained,,8,37.72826055,-122.4644473
191181, Golden Rain Tree,DPW Maintained,,8,37.77090341,-122.3994005
235040, Victorian Box,DPW Maintained,,17,37.75514134,-122.435513
14485, Maidenhair Tree,DPW Maintained,,70,37.77900757,-122.4472187
123527, Hybrid Strawberry Tree,DPW Maintained,,8,37.77393245,-122.4624842
183438, Australian Tea Tree,DPW Maintained,,6,37.74062767,-122.4829594
245521, Dracena Palm,DPW Maintained,,9,37.76505158,-122.4478402
241467, Swamp Myrtle,DPW Maintained,,10,37.75235373,-122.4408215
1337, Karo Tree,DPW Maintained,,45,37.74514043,-122.4452743
9343, Glossy Privet,Permitted Site,,20,37.74216257,-122.4399902
126199, Red Flowering Gum,DPW Maintained,,21,37.79192934,-122.4453859
206505, English Hawthorn,DPW Maintained,,1,37.75163831,-122.4666051
5574, Southern Magnolia,DPW Maintained,,18,37.75287064,-122.4253905
129666, Glossy Privet,DPW Maintained,,8,37.80615993,-122.4119318
241719, Swamp Myrtle,DPW Maintained,,4,37.7467553,-122.4086721
214411, Ornamental Cherry,DPW Maintained,,5,37.74112868,-122.4587022
230819, Southern Magnolia,DPW Maintained,,3,37.76081368,-122.4373256
3237, London Plane,DPW Maintained,,10,37.78573911,-122.4592702
17648, Brisbane Box,DPW Maintained,,3,37.74112632,-122.3902298
126339, Red Flowering Gum,DPW Maintained,,9,37.79488035,-122.4018493
234603, London Plane,DPW Maintained,,8,37.75540837,-122.4343852
101454, Brisbane Box,DPW Maintained,,7,37.76831024,-122.4039712
75361, Mayten,DPW Maintained,,14,37.77495603,-122.4767632
142402, Red Flowering Gum,DPW Maintained,,13,37.78603917,-122.4511859
203600, Peppermint willow 'After Dark',DPW Maintained,,2,37.71580136,-122.4592981
211429, Karo Tree,DPW Maintained,,10,37.73924896,-122.44401
236329, Cherry Plum,DPW Maintained,,8,37.76031945,-122.4188671
108041, Pittosporum spp,Permitted Site,,12,37.75819888,-122.4728435
119060, Olive Tree,DPW Maintained,,2,37.77845522,-122.5049635
5665, Southern Magnolia,DPW Maintained,,12,37.74737327,-122.424584
245788, Dracena Palm,DPW Maintained,,8,37.73679358,-122.4333123
230183, Southern Magnolia,DPW Maintained,,3,37.76618725,-122.4268607
121766, Swamp Myrtle,DPW Maintained,,3,37.75076495,-122.3865132
8558, London Plane,DPW Maintained,,18,37.78323024,-122.4388863
222871, Chinese Hackberry,DPW Maintained,,10,37.73944426,-122.4227466
230197, Southern Magnolia,DPW Maintained,,13,37.76158631,-122.4393595
229453, Southern Magnolia,DPW Maintained,,2,37.77463254,-122.4275058
1711, Golden Wattle,DPW Maintained,,12,37.73375751,-122.38508
218614, Swamp Myrtle,DPW Maintained,,4,37.75398691,-122.4753177
129594, Glossy Privet,DPW Maintained,,5,37.79388104,-122.4238826
25695, London Plane,DPW Maintained,,12,37.78269486,-122.3879851
230893, Mayten,DPW Maintained,,7,37.73581868,-122.4361341
194157, Olive Tree,DPW Maintained,,4,37.76584662,-122.4025758
126270, Red Flowering Gum,DPW Maintained,,14,37.80573767,-122.4196261
22583, Red Flowering Gum,DPW Maintained,,18,37.78183909,-122.4209918
2406, American Sweet Gum,DPW Maintained,,12,37.75069392,-122.4088167
224869, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,9,37.75541738,-122.4401659
12918, Australian Tea Tree,DPW Maintained,,45,37.71167689,-122.4522335
247458, London Plane,DPW Maintained,,2,37.77332518,-122.4353245
141086, Banyan Fig,DPW Maintained,,13,37.78160007,-122.4552356
197492, California Pepper,DPW Maintained,,7,37.75239027,-122.3938299
190605, Maidenhair Tree,DPW Maintained,,2,37.76774672,-122.3901441
17881, Olive Tree,DPW Maintained,,12,37.78806671,-122.4322373
231891, Mayten,DPW Maintained,,14,37.77133358,-122.4318986
42962, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,11,37.79225576,-122.4367347
229773, Jacaranda,DPW Maintained,,4,37.75376598,-122.4033215
235868, Cherry Plum,DPW Maintained,,10,37.76112575,-122.4089778
223548, Bronze Loquat,DPW Maintained,,13,37.76631052,-122.4461033
191046, Purple Hopseed Bush,DPW Maintained,,6,37.75533043,-122.3997063
1716, Grecian Laurel,Landmark tree,,18,37.79625914,-122.4006658
226351, Jacaranda,DPW Maintained,,8,37.75528849,-122.4200446
188151, Hybrid Strawberry Tree,DPW Maintained,,15,37.77248034,-122.3897947
124969, Blackwood Acacia,DPW Maintained,,18,37.80016444,-122.4465934
235531, London Plane,DPW Maintained,,8,37.76641607,-122.4152979
10995, Kwanzan Flowering Cherry,DPW Maintained,,12,37.7395276,-122.3871922
137597, Lemon Bottlebrush,DPW Maintained,,11,37.7779553,-122.4349136
183612, Ornamental Cherry,DPW Maintained,,3,37.74961352,-122.4773034
20645, New Zealand Xmas Tree,DPW Maintained,,12,37.7589162,-122.4956347
233099, Olive Tree,DPW Maintained,,1,37.7496961,-122.4348666
231260, New Zealand Xmas Tree,DPW Maintained,,14,37.75914393,-122.4248153
10835, New Zealand Xmas Tree,DPW Maintained,,12,37.7323951,-122.3802483
126895, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,10,37.7917086,-122.448135
124188, Hybrid Strawberry Tree,DPW Maintained,,9,37.77993337,-122.4577444
81238, Chinese Elm,DPW Maintained,,4,37.77245296,-122.4131041
120776, Evergreen Pear,DPW Maintained,,4,37.78628798,-122.480973
8080, Evergreen Ash,DPW Maintained,,24,37.77774334,-122.4274474
207084, Grecian Laurel,DPW Maintained,,3,37.74927339,-122.4664366
122917, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,6,37.78421217,-122.4708752
98771, Victorian Box,DPW Maintained,,10,37.80425194,-122.4324455
200878, Maidenhair Tree,DPW Maintained,,5,37.7659755,-122.402858
106185, Honey Locust 'Aurea',Undocumented,,8,37.74124877,-122.4709386
242613, Chinese Elm,Planning Code 138.1 required,,11,37.74440353,-122.4174038
4212, Lemon Bottlebrush,DPW Maintained,,12,37.74757247,-122.4280021
137974, Mayten,DPW Maintained,,4,37.78591027,-122.4277766
237101, Kwanzan Flowering Cherry,DPW Maintained,,5,37.76306368,-122.4230054
184487, Banyan Fig,DPW Maintained,,4,37.75206187,-122.498809
142299, Mayten,DPW Maintained,,7,37.77542382,-122.4415216
240522, Brazilian Pepper,DPW Maintained,,6,37.73713695,-122.4393692
202691, Brisbane Box,DPW Maintained,,6,37.77119702,-122.3885047
249671, European White Birch,DPW Maintained,,6,37.7931883,-122.4448231
125844, Lemon Bottlebrush,DPW Maintained,,5,37.7958859,-122.4215615
131761, Myoporum,DPW Maintained,,6,37.79379257,-122.4151491
231899, Mayten,DPW Maintained,,14,37.77058329,-122.4317411
205572, Strawberry Tree,DPW Maintained,,7,37.73786469,-122.4633566
197081, Evergreen Pear,DPW Maintained,,5,37.76307264,-122.3894057
197323, Southern Live Oak,DPW Maintained,,5,37.76964012,-122.3877209
189138, California Buckeye,DPW Maintained,,10,37.74675699,-122.3882855
180092, Swamp Myrtle,DPW Maintained,,3,37.71768736,-122.4425162
236473, Cherry Plum,DPW Maintained,,4,37.73990757,-122.4158842
210990, Spruce Spp,DPW Maintained,,4,37.7214691,-122.4688818
214363, English laurel,DPW Maintained,,19,37.75925804,-122.4723362
72320, Hybrid Strawberry Tree,DPW Maintained,,17,37.77653827,-122.4597356
185687, Coast Live Oak,DPW Maintained,,1,37.74687709,-122.4949702
116577, Shrub,Significant Tree,,30,37.73243549,-122.4748709
204406, Lemon Bottlebrush,DPW Maintained,,10,37.76140338,-122.4629972
179782, Brush Cherry,DPW Maintained,,11,37.73101221,-122.4258043
213403, Kwanzan Flowering Cherry,DPW Maintained,,7,37.74834508,-122.4750718
183213, Sweet Hakea Tree,DPW Maintained,,10,37.74520127,-122.5017182
182692, Hybrid Strawberry Tree,DPW Maintained,,6,37.75596591,-122.4779437
133908, London Plane,DPW Maintained,,14,37.79251445,-122.4418275
217541, Spanish Dagger,DPW Maintained,,3,37.75086767,-122.4624129
127670, Indian Laurel Fig Tree 'Green Gem',DPW Maintained,,23,37.77716737,-122.4229604
237057, Kwanzan Flowering Cherry,DPW Maintained,,8,37.76631636,-122.4232068
241619, Swamp Myrtle,DPW Maintained,,8,37.73504883,-122.4124614
117778, Spanish Dagger,DPW Maintained,,15,37.77963153,-122.4990208
194240, Olive Tree,DPW Maintained,,4,37.73579847,-122.3855578
180274, Swamp Myrtle,DPW Maintained,,3,37.73027774,-122.4322063
125278, Blackwood Acacia,DPW Maintained,,16,37.80088861,-122.4209036
204991, Hybrid Strawberry Tree,DPW Maintained,,5,37.73417058,-122.4368352
136697, Irish Yew,DPW Maintained,,10,37.80201788,-122.4187314
199606, Spanish Dagger,DPW Maintained,,14,37.76115685,-122.3976467
97586, New Bradford Pear,DPW Maintained,,3,37.77191508,-122.4372765
106611, Lemon Bottlebrush,Significant Tree,,12,37.75517889,-122.4017589
247073, Red Ironbark,DPW Maintained,,24,37.7421745,-122.4330174
223648, Indian Hawthorn  'Majestic Beau',DPW Maintained,,6,37.76206973,-122.4166414
423, Flowering Plum,DPW Maintained,,6,37.78590196,-122.4800373
143391, London Plane,DPW Maintained,,7,37.7797714,-122.4135674
204243, Strawberry Tree,DPW Maintained,,7,37.72808513,-122.4648552
12659, Red Flowering Gum,DPW Maintained,,100,37.78647122,-122.4707568
6502, Blackwood Acacia,DPW Maintained,,18,37.74067953,-122.3839931
185480, Monterey Pine,DPW Maintained,,16,37.74117346,-122.4940464
23704, Laurel Fig,Permitted Site,,8,37.7928022,-122.4262786
206958, Juniper,DPW Maintained,,3,37.73240481,-122.4476457
181473, Canary Island Pine,DPW Maintained,,2,37.75981347,-122.4952639
238777, London Plane,DPW Maintained,,17,37.7541965,-122.4135029
117999, New Zealand Xmas Tree,DPW Maintained,,4,37.78067401,-122.4969443
117056, Victorian Box,DPW Maintained,,12,37.78859318,-122.4537338
187580, Coral reef araucaria,DPW Maintained,,5,37.71491733,-122.4110454
129643, Glossy Privet,DPW Maintained,,12,37.80242598,-122.4167494
129957, Brisbane Box,DPW Maintained,,2,37.79708522,-122.4274723
181771, Blackwood Acacia,DPW Maintained,,20,37.7640292,-122.4869255
97339, Japanese Mockorange,DPW Maintained,,5,37.74279933,-122.4794028
2648, Purple-Leaf Plum,Permitted Site,,6,37.78742224,-122.429325
231263, New Zealand Xmas Tree,DPW Maintained,,9,37.73581249,-122.4095397
141173,,DPW Maintained,,15,37.7818972,-122.4366428
226642, Japanese Privet,DPW Maintained,,2,37.75919109,-122.4240908
131033, Japanese Crabapple,DPW Maintained,,6,37.7950666,-122.4466579
